num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps
51;M;ATIVO;PF;PF III;MÉDIO 1;ATÉ 12 MESES;7;10
52;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;7;10
71;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;2;10
49;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 1 A 2 ANOS;8;7
50;F;ATIVO;PF;PF III;MÉDIO 1;DE 1 A 2 ANOS;5;10
46;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;10
46;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;5;10
69;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;3;10
49;F;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 3 A 5 ANOS;6;10
63;M;ATIVO;AG;Grande Produtor;BAIXO 2;ATÉ 12 MESES;3;5
46;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;7;9
69;M;ATIVO;PF;PF III;MÉDIO 1;DE 1 A 2 ANOS;7;10
47;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;3;10
62;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;12;10
53;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;4;10
70;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;DE 6 A 10 ANOS;10;8
47;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;10;10
50;F;INATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;0;10
47;F;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;6;10
47;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;7;10
66;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;4;10
47;F;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 3 A 5 ANOS;6;0
47;M;ATIVO;PF;PF IV;MÉDIO 2;ATÉ 12 MESES;1;8
45;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;7;10
65;M;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;2;10
64;M;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;3;10
65;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;6;9
67;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;10
48;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;7
47;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;2;10
47;M;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;9;10
50;M;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;5;9
46;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;3;10
43;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;6;4
45;M;ATIVO;PF;PF I;BAIXO 1;DE 1 A 2 ANOS;7;10
45;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;2;10
57;M;ATIVO;PF;PF III;MÉDIO 1;DE 3 A 5 ANOS;10;10
52;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;5;10
48;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;5;10
47;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;4;5
68;F;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;4;10
65;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;8;10
47;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;11;10
47;F;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;4;8
67;F;ATIVO;PF;PF I;BAIXÍSSIMO;A PARTIR DE 15 ANOS;6;8
45;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;5;9
48;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;6;10
56;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;2;10
51;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;4;10
46;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;5;10
49;F;ATIVO;PF;PF III;ALTO 1;ATÉ 12 MESES;3;3
59;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;8;10
53;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;3;5
43;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;10
45;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;8;10
49;F;INATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;0;10
70;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;0;10
65;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;4;10
46;M;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;4;9
64;F;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;9;10
62;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;8
66;F;ATIVO;PF;PF III;ALTO 2;A PARTIR DE 15 ANOS;7;10
46;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;3;10
46;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;8
72;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;10
45;F;ATIVO;PF;PF II;MÉDIO 1;ATÉ 12 MESES;9;10
70;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;8;10
45;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;3;10
46;F;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;6;10
46;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;10;10
46;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;5;10
44;F;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;3;9
65;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;6;10
47;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;6;10
45;F;ATIVO;PF;PF II;ALTO 1;DE 6 A 10 ANOS;4;5
69;M;ATIVO;PF;PF I;ALTO 1;DE 11 A 15 ANOS;2;10
45;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;1;10
44;M;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;4;10
46;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;12;10
56;M;ATIVO;PF;PF II;MÉDIO 2;DE 6 A 10 ANOS;3;10
47;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;8;10
57;M;INATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;3;9
70;F;ATIVO;AG;Médio Produtor;BAIXO 1;ATÉ 12 MESES;3;10
65;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;7;10
69;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;6;10
62;F;ATIVO;PF;PF I;BAIXO 1;DE 1 A 2 ANOS;7;10
47;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;7;10
48;F;INATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;0;0
46;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;6;10
45;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;2;10
46;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;5;10
45;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;1;10
56;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;4;10
64;F;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;6;10
66;F;ATIVO;AG;Familiar;BAIXO 2;DE 6 A 10 ANOS;4;10
73;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;4;8
43;M;ATIVO;PF;PF III;BAIXÍSSIMO;ATÉ 12 MESES;5;10
45;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;9;10
61;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;DE 6 A 10 ANOS;10;10
62;M;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;11;10
70;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;9;10
44;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;3;8
52;M;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;7;10
44;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;5;10
44;F;ATIVO;PF;PF III;ALTÍSSIMO;DE 3 A 5 ANOS;6;10
45;M;ATIVO;AG;Médio Produtor;BAIXO 2;DE 1 A 2 ANOS;8;10
45;M;ATIVO;PF;PF I;BAIXO 1;DE 1 A 2 ANOS;6;9
68;F;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;7;8
45;F;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;6;10
66;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;10
44;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;7;10
47;F;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;5;8
44;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;8;10
70;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;7;10
44;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;1;10
69;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;7;10
71;M;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;6;10
44;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;8;10
66;M;ATIVO;PF;PF II;BAIXO 1;ATÉ 12 MESES;3;10
45;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;8
65;M;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;10
43;M;ATIVO;PF;PF IV;BAIXO 1;DE 6 A 10 ANOS;12;8
67;M;ATIVO;AG;Grande Produtor;BAIXÍSSIMO;ATÉ 12 MESES;9;8
62;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;4;8
45;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;8;10
45;F;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;6;7
66;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;3;10
53;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;7;7
52;F;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;8;1
43;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;2;10
66;F;ATIVO;PF;PF III;BAIXÍSSIMO;A PARTIR DE 15 ANOS;4;10
55;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 3 A 5 ANOS;3;8
45;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;3;10
65;M;ATIVO;PF;PF II;BAIXO 1;DE 1 A 2 ANOS;5;10
42;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 3 A 5 ANOS;11;10
65;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;3;10
81;M;ATIVO;PF;PF I;BAIXO 1;DE 1 A 2 ANOS;0;10
66;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;7;10
43;F;ATIVO;PF;PF III;ALTO 1;DE 3 A 5 ANOS;8;10
61;M;ATIVO;PF;PF IV;MÉDIO 1;DE 1 A 2 ANOS;9;10
42;F;ATIVO;PF;PF II;BAIXÍSSIMO;ATÉ 12 MESES;5;10
61;M;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;6;10
61;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;9;10
67;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;8;10
56;M;ATIVO;PF;PF III;MÉDIO 1;DE 1 A 2 ANOS;6;5
49;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;7;7
69;M;ATIVO;PF;PF I;BAIXO 1;ATÉ 12 MESES;2;5
43;F;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;5;10
74;F;ATIVO;PF;PF I;BAIXO 1;ATÉ 12 MESES;2;10
70;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;4;9
44;F;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;1;10
46;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;6;10
70;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 6 A 10 ANOS;6;2
42;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;4;5
42;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;3;7
41;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;3;9
65;M;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;10
42;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;2;4
41;F;ATIVO;PF;PF I;BAIXO 2;DE 1 A 2 ANOS;8;10
68;M;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;5;10
68;M;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;5;10
64;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;4;10
68;F;ATIVO;AG;Familiar;BAIXO 2;DE 3 A 5 ANOS;7;10
42;M;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;2;1
42;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;4;7
64;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 1 A 2 ANOS;10;10
41;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;2;10
54;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;4;10
41;M;ATIVO;AG;Familiar;BAIXO 1;DE 1 A 2 ANOS;6;5
56;M;ATIVO;PF;PF IV;MÉDIO 2;ATÉ 12 MESES;3;10
41;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;10
87;F;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;3;10
44;F;ATIVO;PF;PF II;MÉDIO 2;DE 6 A 10 ANOS;7;10
64;M;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;5;9
47;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;DE 3 A 5 ANOS;12;10
42;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;6;8
42;M;ATIVO;PF;PF II;ALTÍSSIMO;ATÉ 12 MESES;1;10
43;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;5;10
40;F;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;1;10
46;F;ATIVO;PF;PF III;BAIXO 1;DE 11 A 15 ANOS;2;10
64;M;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;6;8
41;M;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;6;10
41;M;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;11;10
42;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;10
66;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;3;9
69;F;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;5;10
68;M;ATIVO;AG;Grande Produtor;BAIXÍSSIMO;DE 11 A 15 ANOS;11;9
42;F;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 11 A 15 ANOS;15;10
42;F;ATIVO;PF;PF IV;BAIXO 1;DE 6 A 10 ANOS;5;5
62;M;ATIVO;PF;PF II;DEFAULT;DE 1 A 2 ANOS;3;10
44;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;5;10
42;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;5;5
40;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;7;4
41;M;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;7;10
42;M;ATIVO;PF;PF IV;MÉDIO 2;DE 6 A 10 ANOS;4;10
79;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;8;10
42;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;5;10
63;M;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;11;8
63;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;8
74;M;ATIVO;PF;PF III;BAIXO 2;A PARTIR DE 15 ANOS;4;6
40;M;ATIVO;PF;PF II;ALTO 1;DE 11 A 15 ANOS;9;10
41;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;4;8
44;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;8;10
41;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;6;10
42;F;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;2;8
42;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;10
46;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;4;10
42;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;9;10
41;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;5;9
39;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;5;10
62;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;7;10
39;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;10;8
40;M;ATIVO;PF;PF IV;ALTÍSSIMO;DE 1 A 2 ANOS;3;8
39;M;ATIVO;PF;PF II;ALTÍSSIMO;DE 6 A 10 ANOS;5;8
40;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;1;5
69;M;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;3;8
63;F;ATIVO;PF;PF III;MÉDIO 1;DE 6 A 10 ANOS;9;10
57;F;ATIVO;PF;PF IV;BAIXO 2;DE 11 A 15 ANOS;7;10
41;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;6;10
64;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;11;10
40;F;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;9;10
66;M;ATIVO;PF;PF II;BAIXÍSSIMO;ATÉ 12 MESES;5;10
39;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;3
74;F;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;4;0
56;M;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;4;10
57;M;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;8;10
40;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;9;10
68;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;10
39;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;7;9
66;M;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;4;10
59;M;ATIVO;PF;PF II;DEFAULT;DE 11 A 15 ANOS;5;10
39;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;10
66;M;ATIVO;AG;Familiar;ALTÍSSIMO;DE 1 A 2 ANOS;2;10
41;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;8
41;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;7;10
41;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;8;10
72;M;ATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;1;10
64;M;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;6;10
70;M;ATIVO;PF;PF I;BAIXÍSSIMO;DE 11 A 15 ANOS;3;10
41;M;ATIVO;PF;PF II;ALTÍSSIMO;ATÉ 12 MESES;4;10
43;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;8;10
64;F;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;2;9
60;F;ATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;3;9
41;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;7;7
54;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;10
39;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;1;10
41;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;2;10
63;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;7;10
38;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;7;10
39;M;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;1;5
79;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;3;10
38;F;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;8;8
68;F;ATIVO;PF;PF III;BAIXO 1;ATÉ 12 MESES;5;10
68;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;5;10
58;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;6;0
41;F;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;11;10
40;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;8;8
40;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;5
46;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;3;10
55;M;ATIVO;PF;PF III;ALTÍSSIMO;DE 6 A 10 ANOS;6;5
69;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;10;10
38;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;8;10
70;M;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;8;10
31;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;7;10
39;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;10
39;M;ATIVO;PF;PF II;MÉDIO 2;DE 6 A 10 ANOS;4;9
43;M;ATIVO;PF;PF I;MÉDIO 1;ATÉ 12 MESES;4;10
71;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;6;10
65;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;8;10
65;F;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;9;8
64;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;11;8
40;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;10
60;M;ATIVO;PF;PF III;MÉDIO 1;DE 6 A 10 ANOS;4;10
65;M;ATIVO;PF;PF IV;BAIXÍSSIMO;ATÉ 12 MESES;4;10
67;M;INATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;0;10
40;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;4;10
49;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;7;9
68;F;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;6;8
63;M;ATIVO;PF;PF III;ALTO 2;DE 6 A 10 ANOS;4;0
41;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;5;10
66;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;6;8
39;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;4;10
39;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;2;3
59;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;6;10
59;M;ATIVO;AG;Médio Produtor;DEFAULT;DE 6 A 10 ANOS;4;0
38;F;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;4;10
67;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;12;10
66;M;ATIVO;PF;PF II;BAIXÍSSIMO;A PARTIR DE 15 ANOS;6;10
38;M;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;5;10
41;M;INATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;2;10
64;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;5;10
61;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;10
40;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;8;10
43;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;7;10
40;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;8;9
41;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;3;10
38;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;3;8
36;F;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;4;10
72;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;4;10
34;F;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;3;9
39;M;ATIVO;PF;PF II;BAIXO 2;ATÉ 12 MESES;5;8
63;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;2;9
40;F;ATIVO;PF;PF II;ALTO 1;DE 6 A 10 ANOS;6;10
37;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;6;10
58;M;ATIVO;PF;PF IV;BAIXO 2;ATÉ 12 MESES;4;5
39;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;7;10
64;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;6;6
58;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;4;10
38;M;ATIVO;PF;PF III;ALTÍSSIMO;DE 3 A 5 ANOS;8;8
40;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;4;10
37;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;4;9
72;F;ATIVO;PF;PF I;MÉDIO 1;DE 11 A 15 ANOS;1;10
35;M;ATIVO;PF;PF III;ALTO 2;ATÉ 12 MESES;6;10
63;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;7
38;F;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;2;8
38;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;6;10
37;M;ATIVO;PF;PF III;ALTO 2;DE 6 A 10 ANOS;1;8
38;M;INATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;0;10
63;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;6;9
