num_idade;des_sexo;des_status_associado;des_segmento;des_subsegmento;des_nivel_risco;des_assoc_desde;n_de_produtos;resposta_nps;classificacao_nps;faixa_idade;faixa_produtos;Assunto;Sentimento
26;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;2;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
27;M;ATIVO;PF;PF III;DEFAULT;DE 3 A 5 ANOS;3;6;DETRATORES;25-35;1-4;Outros;neutro
26;F;ATIVO;PF;PF I;ALTO 2;DE 3 A 5 ANOS;4;5;DETRATORES;25-35;1-4;Cartão de Crédito;neutro
58;M;ATIVO;PF;PF II;DEFAULT;DE 3 A 5 ANOS;1;0;DETRATORES;56-70;1-4;Cordialidade;negativo
26;M;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;6;6;DETRATORES;25-35;5-9;Uso App;neutro
27;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;0;3;DETRATORES;25-35;0;Outros;neutro
28;M;ATIVO;PF;PF I;ALTO 1;ATÉ 12 MESES;3;4;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
60;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;6;0;DETRATORES;56-70;5-9;Outros;neutro
52;M;INATIVO;PF;PF IV;BAIXO 2;A PARTIR DE 15 ANOS;0;0;DETRATORES;46-55;0;Seguros;negativo
28;M;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;4;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;positivo
49;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;5;4;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;negativo
60;M;ATIVO;PF;PF IV;BAIXO 2;DE 11 A 15 ANOS;7;5;DETRATORES;56-70;5-9;Retorno solicitações;negativo
27;M;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;1;6;DETRATORES;25-35;1-4;Funcionalidades;negativo
67;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;8;5;DETRATORES;56-70;5-9;Estrutura da Agência;negativo
51;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;4;6;DETRATORES;46-55;1-4;Facilidade ou Burocracia;positivo
26;F;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;1;0;DETRATORES;25-35;1-4;Conta Corrente ou Poupança;neutro
59;M;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;3;DETRATORES;56-70;5-9;Crédito, Empréstimo ou Financiamento;negativo
24;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;2;4;DETRATORES;<25;1-4;Crédito, Empréstimo ou Financiamento;negativo
44;M;ATIVO;PF;PF IV;ALTO 2;ATÉ 12 MESES;2;0;DETRATORES;36-45;1-4;Cartão de Crédito;neutro
57;F;ATIVO;PF;PF IV;BAIXÍSSIMO;A PARTIR DE 15 ANOS;7;0;DETRATORES;56-70;5-9;Conhecimento ou qualificação do atendente;positivo
56;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;1;5;DETRATORES;56-70;1-4;Principalidade;negativo
45;F;INATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;1;0;DETRATORES;46-55;1-4;Disponibilidade contato;negativo
58;M;ATIVO;PF;PF I;BAIXO 2;ATÉ 12 MESES;3;0;DETRATORES;56-70;1-4;Cartão de Crédito;negativo
57;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;6;5;DETRATORES;56-70;5-9;Cartão de Crédito;negativo
22;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;4;6;DETRATORES;<25;1-4;Crédito, Empréstimo ou Financiamento;neutro
21;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;0;DETRATORES;<25;5-9;Tempo ou Agilidade atendimento;positivo
56;F;ATIVO;PF;PF IV;MÉDIO 2;DE 1 A 2 ANOS;6;3;DETRATORES;56-70;5-9;Outros;neutro
50;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;5;5;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;neutro
28;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;0;2;DETRATORES;25-35;0;Crédito, Empréstimo ou Financiamento;positivo
60;F;ATIVO;PF;PF IV;BAIXO 2;DE 6 A 10 ANOS;6;5;DETRATORES;56-70;5-9;Facilidade ou Burocracia;negativo
60;M;ATIVO;AG;Médio Produtor;BAIXÍSSIMO;A PARTIR DE 15 ANOS;17;6;DETRATORES;56-70;15+;Outros;neutro
52;M;ATIVO;PF;PF IV;BAIXO 1;ATÉ 12 MESES;8;6;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;negativo
54;M;ATIVO;PF;PF IV;ALTO 1;DE 3 A 5 ANOS;5;0;DETRATORES;46-55;5-9;Confiabilidade da Coop;negativo
48;M;INATIVO;PF;PF I;ALTO 2;DE 1 A 2 ANOS;1;5;DETRATORES;46-55;1-4;Satisfação geral;neutro
56;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;8;3;DETRATORES;56-70;5-9;Conhecimento ou qualificação do atendente;positivo
47;M;ATIVO;PF;PF IV;DEFAULT;DE 3 A 5 ANOS;2;0;DETRATORES;46-55;1-4;Disponibilidade contato;neutro
19;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;2;5;DETRATORES;<25;1-4;Atendimento em geral;neutro
24;M;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;3;5;DETRATORES;<25;1-4;Cartão de Crédito;neutro
27;M;ATIVO;PF;PF IV;MÉDIO 2;ATÉ 12 MESES;1;0;DETRATORES;25-35;1-4;Outros;neutro
30;M;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;3;0;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
58;M;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;2;5;DETRATORES;56-70;1-4;Facilidade ou Burocracia;negativo
52;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;3;5;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;negativo
56;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;5;DETRATORES;56-70;1-4;Uso App;positivo
44;F;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;4;5;DETRATORES;36-45;1-4;Retorno solicitações;negativo
49;M;ATIVO;PF;PF I;BAIXO 1;DE 1 A 2 ANOS;5;6;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;negativo
52;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;6;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;neutro
55;M;ATIVO;PF;PF I;MÉDIO 1;DE 11 A 15 ANOS;1;4;DETRATORES;56-70;1-4;Troca de gerente;neutro
51;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;3;6;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;negativo
54;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;7;5;DETRATORES;46-55;5-9;Atendimento em geral;positivo
55;M;ATIVO;PF;PF II;BAIXÍSSIMO;DE 1 A 2 ANOS;7;6;DETRATORES;56-70;5-9;Confiabilidade da Coop;positivo
64;F;INATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;3;6;DETRATORES;56-70;1-4;Atendimento em geral;neutro
45;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;5;2;DETRATORES;46-55;5-9;Facilidade ou Burocracia;negativo
56;M;INATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;3;1;DETRATORES;56-70;1-4;Assertividade ou Orientação;negativo
58;M;ATIVO;PF;PF I;BAIXO 2;DE 6 A 10 ANOS;5;6;DETRATORES;56-70;5-9;Satisfação geral;positivo
44;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;5;6;DETRATORES;36-45;5-9;Cartão de Crédito;neutro
44;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;3;3;DETRATORES;36-45;1-4;Outros;neutro
57;F;ATIVO;PF;PF III;BAIXÍSSIMO;DE 3 A 5 ANOS;4;5;DETRATORES;56-70;1-4;Crédito, Empréstimo ou Financiamento;negativo
47;M;INATIVO;PF;PF I;DEFAULT;DE 3 A 5 ANOS;1;0;DETRATORES;46-55;1-4;Funcionamento App;negativo
27;M;ATIVO;AG;Familiar;BAIXO 2;ATÉ 12 MESES;4;4;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;negativo
20;F;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;0;5;DETRATORES;<25;0;Outros;neutro
29;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;2;3;DETRATORES;25-35;1-4;Outros;negativo
60;M;ATIVO;PF;PF III;BAIXO 1;DE 3 A 5 ANOS;7;6;DETRATORES;56-70;5-9;Facilidade ou Burocracia;negativo
27;F;ATIVO;PF;PF I;MÉDIO 2;DE 3 A 5 ANOS;1;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
33;F;ATIVO;PF;PF I;ALTÍSSIMO;ATÉ 12 MESES;2;0;DETRATORES;25-35;1-4;Facilidade ou Burocracia;negativo
43;M;ATIVO;AG;Médio Produtor;BAIXO 2;DE 6 A 10 ANOS;6;5;DETRATORES;36-45;5-9;Atendimento em geral;neutro
51;F;INATIVO;PF;PF I;ALTO 1;DE 3 A 5 ANOS;2;4;DETRATORES;46-55;1-4;Atendimento em geral;negativo
55;F;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;0;DETRATORES;56-70;5-9;Crédito, Empréstimo ou Financiamento;positivo
47;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;7;5;DETRATORES;46-55;5-9;Facilidade ou Burocracia;positivo
51;M;INATIVO;PF;PF IV;DEFAULT;DE 3 A 5 ANOS;1;0;DETRATORES;46-55;1-4;Facilidade ou Burocracia;negativo
38;F;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;2;5;DETRATORES;36-45;1-4;Tempo ou Agilidade atendimento;positivo
54;M;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;3;0;DETRATORES;46-55;1-4;Atendimento em geral;positivo
40;M;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;2;3;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
36;F;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;6;5;DETRATORES;36-45;5-9;Confiabilidade da Coop;negativo
54;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 11 A 15 ANOS;6;5;DETRATORES;46-55;5-9;Confiabilidade da Coop;positivo
42;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;3;0;DETRATORES;36-45;1-4;Confiabilidade da Coop;negativo
54;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;7;0;DETRATORES;46-55;5-9;Taxas e Tarifas;negativo
71;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;5;5;DETRATORES;70+;5-9;Atendimento em geral;neutro
49;M;ATIVO;PF;PF IV;BAIXO 2;DE 1 A 2 ANOS;3;1;DETRATORES;46-55;1-4;Taxas e Tarifas;negativo
40;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;5;6;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;positivo
54;F;ATIVO;PF;PF III;DEFAULT;DE 6 A 10 ANOS;6;0;DETRATORES;46-55;5-9;Cartão de Crédito;negativo
33;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;1;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;positivo
67;M;ATIVO;PF;PF II;MÉDIO 1;DE 1 A 2 ANOS;6;5;DETRATORES;56-70;5-9;Pix;neutro
48;M;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;1;0;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;neutro
52;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;0;DETRATORES;46-55;1-4;Cartão de Crédito;neutro
44;F;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;3;0;DETRATORES;36-45;1-4;Segurança;negativo
43;F;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;5;DETRATORES;36-45;1-4;Benefícios;positivo
45;F;ATIVO;PF;PF II;MÉDIO 2;DE 3 A 5 ANOS;6;5;DETRATORES;46-55;5-9;Cartão de Crédito;negativo
43;M;ATIVO;AG;Familiar;ALTO 2;DE 6 A 10 ANOS;6;5;DETRATORES;36-45;5-9;Outros;neutro
43;M;ATIVO;AG;Familiar;BAIXO 1;DE 11 A 15 ANOS;3;6;DETRATORES;36-45;1-4;Atendimento em geral;neutro
46;M;ATIVO;PF;PF IV;MÉDIO 2;DE 1 A 2 ANOS;3;5;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;neutro
37;F;ATIVO;AG;Familiar;BAIXO 1;DE 11 A 15 ANOS;5;5;DETRATORES;36-45;5-9;Cordialidade;positivo
36;M;ATIVO;PF;PF IV;BAIXO 1;DE 11 A 15 ANOS;10;6;DETRATORES;36-45;10-14;Crédito, Empréstimo ou Financiamento;negativo
52;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;2;0;DETRATORES;46-55;1-4;Atendimento em geral;negativo
45;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;6;5;DETRATORES;46-55;5-9;Crédito, Empréstimo ou Financiamento;neutro
39;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;2;0;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
52;F;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;0;3;DETRATORES;46-55;0;Outros;neutro
26;M;ATIVO;PF;PF II;DEFAULT;DE 1 A 2 ANOS;0;1;DETRATORES;25-35;0;Pix;neutro
27;M;ATIVO;PF;PF III;MÉDIO 2;DE 1 A 2 ANOS;3;4;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
46;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;11;6;DETRATORES;46-55;10-14;Personalização e Proximidade;negativo
51;F;ATIVO;PF;PF II;BAIXO 1;DE 6 A 10 ANOS;4;5;DETRATORES;46-55;1-4;Cartão de Crédito;negativo
43;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;2;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
48;M;ATIVO;PF;PF II;MÉDIO 1;DE 11 A 15 ANOS;10;5;DETRATORES;46-55;10-14;Outros;neutro
84;F;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;1;5;DETRATORES;70+;1-4;Tempo ou Agilidade atendimento;positivo
47;M;ATIVO;PF;PF IV;BAIXO 2;DE 3 A 5 ANOS;9;0;DETRATORES;46-55;5-9;Troca de gerente;negativo
42;M;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;3;0;DETRATORES;36-45;1-4;Atendimento em geral;negativo
47;F;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;4;5;DETRATORES;46-55;1-4;Assertividade ou Orientação;neutro
46;M;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;2;0;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;positivo
46;M;ATIVO;PF;PF I;BAIXO 1;DE 3 A 5 ANOS;4;5;DETRATORES;46-55;1-4;Disponibilidade contato;positivo
33;M;ATIVO;PF;PF III;ALTÍSSIMO;DE 1 A 2 ANOS;5;0;DETRATORES;25-35;5-9;Atendimento em geral;negativo
43;F;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;4;0;DETRATORES;36-45;1-4;Principalidade;negativo
49;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;5;5;DETRATORES;46-55;5-9;Cartão de Crédito;negativo
43;M;ATIVO;AG;Grande Produtor;ALTO 2;DE 3 A 5 ANOS;4;6;DETRATORES;36-45;1-4;Troca de gerente;negativo
56;F;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;0;0;DETRATORES;56-70;0;Tempo ou Agilidade atendimento;negativo
41;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;6;0;DETRATORES;36-45;5-9;Cartão de Crédito;neutro
55;M;ATIVO;PF;PF I;BAIXO 1;DE 6 A 10 ANOS;3;3;DETRATORES;56-70;1-4;Cartão de Crédito;negativo
48;M;ATIVO;PF;PF I;MÉDIO 2;DE 1 A 2 ANOS;2;6;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;neutro
44;F;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;5;5;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
45;M;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;1;4;DETRATORES;46-55;1-4;Cartão de Crédito;neutro
46;F;ATIVO;AG;Médio Produtor;BAIXO 2;DE 11 A 15 ANOS;8;3;DETRATORES;46-55;5-9;Facilidade ou Burocracia;negativo
43;M;ATIVO;PF;PF III;BAIXO 2;ATÉ 12 MESES;5;1;DETRATORES;36-45;5-9;Funcionamento App;neutro
50;M;ATIVO;PF;PF III;BAIXO 2;DE 1 A 2 ANOS;9;0;DETRATORES;46-55;5-9;Outros;negativo
50;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 6 A 10 ANOS;5;0;DETRATORES;46-55;5-9;Outros;negativo
36;M;ATIVO;PF;PF II;ALTO 2;ATÉ 12 MESES;3;0;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
42;F;ATIVO;AG;Familiar;MÉDIO 1;DE 3 A 5 ANOS;9;5;DETRATORES;36-45;5-9;Assertividade ou Orientação;negativo
41;F;ATIVO;PF;PF II;ALTO 2;DE 1 A 2 ANOS;3;3;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
37;F;ATIVO;PF;PF II;ALTO 2;DE 3 A 5 ANOS;9;5;DETRATORES;36-45;5-9;Principalidade;neutro
43;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;7;5;DETRATORES;36-45;5-9;Outros;neutro
35;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;6;5;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;neutro
49;M;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;10;5;DETRATORES;46-55;10-14;Funcionamento App;negativo
37;M;ATIVO;PF;PF II;MÉDIO 1;DE 6 A 10 ANOS;7;6;DETRATORES;36-45;5-9;Benefícios;positivo
44;M;ATIVO;PF;PF I;BAIXO 1;A PARTIR DE 15 ANOS;1;2;DETRATORES;36-45;1-4;Facilidade ou Burocracia;negativo
44;F;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;6;6;DETRATORES;36-45;5-9;Retorno solicitações;negativo
43;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;2;2;DETRATORES;36-45;1-4;Assertividade ou Orientação;neutro
45;M;ATIVO;PF;PF II;MÉDIO 2;DE 1 A 2 ANOS;0;2;DETRATORES;46-55;0;Benefícios da Cooperativa;positivo
51;M;ATIVO;PF;PF IV;MÉDIO 2;DE 1 A 2 ANOS;2;1;DETRATORES;46-55;1-4;Satisfação geral;negativo
43;M;ATIVO;PF;PF III;BAIXO 2;DE 11 A 15 ANOS;1;1;DETRATORES;36-45;1-4;Troca de gerente;negativo
43;M;ATIVO;PF;PF II;BAIXO 2;DE 3 A 5 ANOS;3;1;DETRATORES;36-45;1-4;Benefícios;negativo
79;F;ATIVO;PF;PF I;MÉDIO 2;ATÉ 12 MESES;2;0;DETRATORES;70+;1-4;Atendimento em geral;negativo
54;M;ATIVO;AG;Familiar;BAIXO 1;DE 3 A 5 ANOS;3;1;DETRATORES;46-55;1-4;Benefícios;negativo
40;M;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;5;5;DETRATORES;36-45;5-9;Outros;neutro
40;M;ATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;5;5;DETRATORES;36-45;5-9;Cordialidade;negativo
37;M;ATIVO;PF;PF I;MÉDIO 1;DE 3 A 5 ANOS;3;2;DETRATORES;36-45;1-4;Outros;neutro
42;M;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;9;5;DETRATORES;36-45;5-9;Taxas e Tarifas;positivo
40;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;4;5;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
49;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;5;5;DETRATORES;46-55;5-9;Outros;neutro
41;M;ATIVO;AG;Familiar;BAIXÍSSIMO;DE 3 A 5 ANOS;8;5;DETRATORES;36-45;5-9;Atendimento em geral;neutro
40;F;ATIVO;AG;Familiar;BAIXO 1;A PARTIR DE 15 ANOS;6;0;DETRATORES;36-45;5-9;Disponibilidade contato;neutro
25;M;ATIVO;PF;PF III;MÉDIO 2;DE 3 A 5 ANOS;3;2;DETRATORES;25-35;1-4;Outros;neutro
30;F;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;3;0;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;neutro
40;M;ATIVO;PF;PF III;MÉDIO 2;ATÉ 12 MESES;1;6;DETRATORES;36-45;1-4;Atendimento em geral;negativo
42;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;8;6;DETRATORES;36-45;5-9;Personalização e Proximidade;negativo
42;F;ATIVO;PF;PF II;BAIXO 2;DE 11 A 15 ANOS;6;5;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
42;M;ATIVO;PF;PF II;MÉDIO 2;ATÉ 12 MESES;0;0;DETRATORES;36-45;0;Cartão de Crédito;neutro
52;F;ATIVO;PF;PF III;MÉDIO 2;DE 1 A 2 ANOS;7;6;DETRATORES;46-55;5-9;Assertividade ou Orientação;positivo
42;F;ATIVO;PF;PF II;MÉDIO 1;DE 3 A 5 ANOS;4;0;DETRATORES;36-45;1-4;Taxas e Tarifas;negativo
41;M;ATIVO;AG;Familiar;BAIXÍSSIMO;A PARTIR DE 15 ANOS;10;5;DETRATORES;36-45;10-14;Crédito, Empréstimo ou Financiamento;negativo
35;M;ATIVO;PF;PF II;BAIXO 2;DE 1 A 2 ANOS;8;6;DETRATORES;36-45;5-9;Atendimento em geral;neutro
47;M;ATIVO;PF;PF III;BAIXÍSSIMO;DE 6 A 10 ANOS;3;5;DETRATORES;46-55;1-4;Facilidade ou Burocracia;negativo
42;M;ATIVO;PF;PF II;ALTO 1;ATÉ 12 MESES;7;6;DETRATORES;36-45;5-9;Cartão de Crédito;negativo
39;M;ATIVO;PF;PF IV;BAIXÍSSIMO;DE 6 A 10 ANOS;10;6;DETRATORES;36-45;10-14;Assertividade ou Orientação;neutro
33;F;ATIVO;PF;PF III;BAIXO 1;DE 6 A 10 ANOS;6;3;DETRATORES;25-35;5-9;Funcionamento App;negativo
40;M;ATIVO;AG;Médio Produtor;MÉDIO 2;DE 3 A 5 ANOS;6;5;DETRATORES;36-45;5-9;Atendimento em geral;neutro
42;M;ATIVO;PF;PF IV;MÉDIO 2;DE 1 A 2 ANOS;6;5;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;neutro
40;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;4;0;DETRATORES;36-45;1-4;Outros;negativo
41;F;ATIVO;PF;PF I;MÉDIO 2;DE 6 A 10 ANOS;4;5;DETRATORES;36-45;1-4;Cordialidade;positivo
43;M;ATIVO;PF;PF II;DEFAULT;A PARTIR DE 15 ANOS;3;6;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
38;M;ATIVO;PF;PF III;BAIXO 1;A PARTIR DE 15 ANOS;7;5;DETRATORES;36-45;5-9;Taxas e Tarifas;negativo
38;M;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;1;3;DETRATORES;36-45;1-4;Taxas e Tarifas;negativo
43;M;ATIVO;PF;PF I;MÉDIO 1;DE 1 A 2 ANOS;4;6;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;negativo
39;F;ATIVO;PF;PF IV;BAIXO 1;DE 3 A 5 ANOS;3;5;DETRATORES;36-45;1-4;Atendimento em geral;negativo
46;M;ATIVO;AG;Familiar;BAIXO 2;DE 1 A 2 ANOS;5;5;DETRATORES;46-55;5-9;Atendimento em geral;neutro
38;M;ATIVO;PF;PF I;ALTO 1;DE 1 A 2 ANOS;3;6;DETRATORES;36-45;1-4;Crédito, Empréstimo ou Financiamento;neutro
49;M;ATIVO;PF;PF I;BAIXO 2;DE 3 A 5 ANOS;2;0;DETRATORES;46-55;1-4;Atendimento em geral;neutro
33;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;3;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;positivo
38;M;ATIVO;PF;PF III;BAIXO 1;DE 1 A 2 ANOS;9;0;DETRATORES;36-45;5-9;Atendimento em geral;neutro
30;F;ATIVO;PF;PF II;BAIXÍSSIMO;DE 11 A 15 ANOS;8;4;DETRATORES;25-35;5-9;Taxas e Tarifas;negativo
31;M;ATIVO;PF;PF I;ALTO 2;ATÉ 12 MESES;4;5;DETRATORES;25-35;1-4;Crédito, Empréstimo ou Financiamento;positivo
37;M;ATIVO;PF;PF IV;BAIXO 1;DE 1 A 2 ANOS;2;6;DETRATORES;36-45;1-4;Troca de gerente;negativo
50;M;ATIVO;PF;PF III;ALTO 1;DE 1 A 2 ANOS;4;2;DETRATORES;46-55;1-4;Crédito, Empréstimo ou Financiamento;negativo
38;F;ATIVO;PF;PF IV;MÉDIO 1;ATÉ 12 MESES;7;5;DETRATORES;36-45;5-9;Facilidade ou Burocracia;negativo
35;M;ATIVO;PF;PF II;ALTO 1;DE 1 A 2 ANOS;0;0;DETRATORES;36-45;0;Benefícios;positivo
39;M;ATIVO;PF;PF II;BAIXO 1;DE 3 A 5 ANOS;6;5;DETRATORES;36-45;5-9;Rentabilidade;negativo
39;F;ATIVO;PF;PF II;BAIXO 2;DE 6 A 10 ANOS;0;0;DETRATORES;36-45;0;Cordialidade;positivo
38;M;ATIVO;PF;PF III;MÉDIO 2;DE 6 A 10 ANOS;2;0;DETRATORES;36-45;1-4;Atendimento em geral;neutro
41;F;ATIVO;PF;PF III;BAIXO 2;DE 3 A 5 ANOS;8;6;DETRATORES;36-45;5-9;Crédito, Empréstimo ou Financiamento;negativo
19;M;ATIVO;PF;PF I;ALTO 2;DE 11 A 15 ANOS;4;3;DETRATORES;<25;1-4;Facilidade ou Burocracia;negativo
50;M;INATIVO;PF;PF II;BAIXO 1;DE 11 A 15 ANOS;1;5;DETRATORES;46-55;1-4;Comparação com outras IFs;neutro
36;M;ATIVO;PF;PF III;BAIXO 2;DE 6 A 10 ANOS;10;0;DETRATORES;36-45;10-14;Disponibilidade contato;negativo
